target,N,stratum,model,n_eval,n_active,ap,ef1
624273-588549,300,acyclic,headft,64,1,,
624273-588549,300,acyclic,nearest_active,64,1,,
624273-588549,300,canonical_not_in_training,base,49687,150,0.006359778320329556,2.6659691482226697
624273-588549,300,canonical_not_in_training,headft,49687,150,0.007001423034059665,3.332461435278337
624273-588549,300,canonical_not_in_training,nearest_active,49687,150,0.009254250835183848,3.998953722334004
624273-588549,300,similarity_any_lt03,base,31255,86,0.007081195929021922,4.644475815439483
624273-588549,300,similarity_any_lt03,headft,31255,86,0.0059377220981711495,3.483356861579612
624273-588549,300,similarity_any_lt03,nearest_active,31255,86,0.003971479105349931,2.3222379077197415
624273-588549,300,similarity_active_lt03,base,48968,141,0.005531253199204975,1.4175133883340572
624273-588549,300,similarity_active_lt03,headft,48968,141,0.005712521280155756,2.8350267766681143
624273-588549,300,similarity_active_lt03,nearest_active,48968,141,0.00382609486674836,1.4175133883340572
624273-588549,300,similarity_active_03_04,base,590,5,,
624273-588549,300,similarity_active_03_04,headft,590,5,,
624273-588549,300,similarity_active_03_04,nearest_active,590,5,,
624273-588549,300,similarity_active_04_055,base,116,2,,
624273-588549,300,similarity_active_04_055,headft,116,2,,
624273-588549,300,similarity_active_04_055,nearest_active,116,2,,
624273-588549,300,similarity_active_ge055,base,13,2,,
624273-588549,300,similarity_active_ge055,headft,13,2,,
624273-588549,300,similarity_active_ge055,nearest_active,13,2,,
1053173-743445,40,all,base,49695,134,0.022171269825383776,15.670065167122134
1053173-743445,40,all,headft,49695,134,0.02696574071579856,16.416258746508902
1053173-743445,40,murcko_seen_any,base,63,3,,
1053173-743445,40,murcko_seen_any,headft,63,3,,
1053173-743445,40,murcko_unseen_any,base,49563,131,0.02015063891251541,13.730208076828369
1053173-743445,40,murcko_unseen_any,headft,49563,131,0.0247522527091955,15.25578675203152
1053173-743445,40,murcko_unseen_active,base,49626,134,0.02217229358660811,15.679856764564276
1053173-743445,40,murcko_unseen_active,headft,49626,134,0.026974200974264596,16.42651661049591
1053173-743445,40,generic_unseen_any,base,48074,122,0.01941062025322589,13.107665042091273
1053173-743445,40,generic_unseen_any,headft,48074,122,0.024754451564185296,15.565352237483387
1053173-743445,40,acyclic,base,69,0,,
1053173-743445,40,acyclic,headft,69,0,,
1053173-743445,40,canonical_not_in_training,base,49695,134,0.022171269825383776,15.670065167122134
1053173-743445,40,canonical_not_in_training,headft,49695,134,0.02696574071579856,16.416258746508902
1053173-743445,40,similarity_any_lt03,base,48272,128,0.022204031843448598,15.615942028985508
1053173-743445,40,similarity_any_lt03,headft,48272,128,0.02829230485709492,17.17753623188406
1053173-743445,100,all,base,49695,134,0.022171269825383776,15.670065167122134
1053173-743445,100,all,headft,49695,134,0.030687384989788225,18.65483948466921
1053173-743445,100,all,nearest_active,49695,134,0.026413214629885506,8.954322952641219
1053173-743445,100,murcko_seen_any,base,1284,7,,
1053173-743445,100,murcko_seen_any,headft,1284,7,,
1053173-743445,100,murcko_seen_any,nearest_active,1284,7,,
1053173-743445,100,murcko_unseen_any,base,48342,127,0.01980243904739664,13.3974666210202
1053173-743445,100,murcko_unseen_any,headft,48342,127,0.025667424453158068,16.54981170831907
1053173-743445,100,murcko_unseen_any,nearest_active,48342,127,0.017439589934712955,8.668948990071893
1053173-743445,100,murcko_unseen_active,base,49623,133,0.021674799779396417,15.044567062818334
1053173-743445,100,murcko_unseen_active,headft,49623,133,0.027153697480533038,18.053480475382003
1053173-743445,100,murcko_unseen_active,nearest_active,49623,133,0.016641565419349143,8.274511884550085
1053173-743445,100,generic_unseen_any,base,44762,105,0.0182095698779543,13.32202380952381
1053173-743445,100,generic_unseen_any,headft,44762,105,0.028285609092429328,18.079889455782315
1053173-743445,100,generic_unseen_any,nearest_active,44762,105,0.019656557097895468,8.564158163265306
1053173-743445,100,acyclic,base,69,0,,
1053173-743445,100,acyclic,headft,69,0,,
1053173-743445,100,acyclic,nearest_active,69,0,,
1053173-743445,100,canonical_not_in_training,base,49695,134,0.022171269825383776,15.670065167122134
1053173-743445,100,canonical_not_in_training,headft,49695,134,0.030687384989788225,18.65483948466921
1053173-743445,100,canonical_not_in_training,nearest_active,49695,134,0.026413214629885506,8.954322952641219
1053173-743445,100,similarity_any_lt03,base,45088,111,0.020672980951571985,14.410579093505923
1053173-743445,100,similarity_any_lt03,headft,45088,111,0.02150533748329053,18.013223866882406
1053173-743445,100,similarity_any_lt03,nearest_active,45088,111,0.002429591340267748,2.7019835800323606
1053173-743445,100,similarity_active_lt03,base,49418,123,0.01894940003135093,14.63947862150686
1053173-743445,100,similarity_active_lt03,headft,49418,123,0.01820637807005648,14.63947862150686
1053173-743445,100,similarity_active_lt03,nearest_active,49418,123,0.0025083903117155814,2.439913103584477
1053173-743445,100,similarity_active_03_04,base,252,6,,
1053173-743445,100,similarity_active_03_04,headft,252,6,,
1053173-743445,100,similarity_active_03_04,nearest_active,252,6,,
1053173-743445,100,similarity_active_04_055,base,21,3,,
1053173-743445,100,similarity_active_04_055,headft,21,3,,
1053173-743445,100,similarity_active_04_055,nearest_active,21,3,,
1053173-743445,100,similarity_active_ge055,base,4,2,,
1053173-743445,100,similarity_active_ge055,headft,4,2,,
1053173-743445,100,similarity_active_ge055,nearest_active,4,2,,
1053173-743445,300,all,base,49695,134,0.022171269825383776,15.670065167122134
1053173-743445,300,all,headft,49695,134,0.0481642600921432,17.16245232589567
1053173-743445,300,all,nearest_active,49695,134,0.03022593648903165,8.954322952641219
1053173-743445,300,murcko_seen_any,base,1709,14,0.07086530705270946,7.180672268907562
1053173-743445,300,murcko_seen_any,headft,1709,14,0.0949616879564773,7.180672268907562
1053173-743445,300,murcko_seen_any,nearest_active,1709,14,0.08345461907820373,7.180672268907562
1053173-743445,300,murcko_unseen_any,base,47917,120,0.01917526357012224,13.338065414057063
1053173-743445,300,murcko_unseen_any,headft,47917,120,0.048551921217721006,17.5062108559499
1053173-743445,300,murcko_unseen_any,nearest_active,47917,120,0.022427034064191328,9.169919972164232
1053173-743445,300,murcko_unseen_active,base,49623,133,0.021674799779396417,15.044567062818334
1053173-743445,300,murcko_unseen_active,headft,49623,133,0.04652625357604715,16.54902376910017
1053173-743445,300,murcko_unseen_active,nearest_active,49623,133,0.020649255115381474,8.274511884550085
1053173-743445,300,generic_unseen_any,base,41912,97,0.019307203568490378,12.374677066161455
1053173-743445,300,generic_unseen_any,headft,41912,97,0.05027765281501331,19.59323868808897
1053173-743445,300,generic_unseen_any,nearest_active,41912,97,0.026879118239809506,10.312230888467878
1053173-743445,300,acyclic,base,69,0,,
1053173-743445,300,acyclic,headft,69,0,,
1053173-743445,300,acyclic,nearest_active,69,0,,
1053173-743445,300,canonical_not_in_training,base,49695,134,0.022171269825383776,15.670065167122134
1053173-743445,300,canonical_not_in_training,headft,49695,134,0.0481642600921432,17.16245232589567
1053173-743445,300,canonical_not_in_training,nearest_active,49695,134,0.03022593648903165,8.954322952641219
1053173-743445,300,similarity_any_lt03,base,37227,84,0.023056679040011414,22.635464669738862
1053173-743445,300,similarity_any_lt03,headft,37227,84,0.026148903737849997,15.487423195084483
1053173-743445,300,similarity_any_lt03,nearest_active,37227,84,0.0019552494748438527,0.0
1053173-743445,300,similarity_active_lt03,base,49107,121,0.018602984188975578,14.878153877228124
1053173-743445,300,similarity_active_lt03,headft,49107,121,0.02042623025791943,12.398461564356769
1053173-743445,300,similarity_active_lt03,nearest_active,49107,121,0.0023666580453451398,0.8265641042904512
1053173-743445,300,similarity_active_03_04,base,544,6,,
1053173-743445,300,similarity_active_03_04,headft,544,6,,
1053173-743445,300,similarity_active_03_04,nearest_active,544,6,,
1053173-743445,300,similarity_active_04_055,base,38,5,,
1053173-743445,300,similarity_active_04_055,headft,38,5,,
1053173-743445,300,similarity_active_04_055,nearest_active,38,5,,
1053173-743445,300,similarity_active_ge055,base,6,2,,
1053173-743445,300,similarity_active_ge055,headft,6,2,,
1053173-743445,300,similarity_active_ge055,nearest_active,6,2,,
