auroc,auprc,ef_1pct,ef_5pct,bedroc,recall_at_50,recall_at_100,hits_at_20,hits_at_100,n_eval,n_active,target,arm,feature,tuning,train_size,n_train_active,cv_ap,note
0.5617277183171505,0.013120159887713713,0.5533046661111772,1.2177612982261328,0.07035520961634906,0.0,0.0018450184501845018,0.0,1.0,49582,542,463203-2650,chemeleon_lgbm_cv,chemeleon,cv,40,13,0.5445887445887445,cv
0.5477740138331237,0.015836842278366296,1.8443488870372573,2.0665040212322254,0.10102953474947897,0.0036900369003690036,0.007380073800738007,2.0,4.0,49582,542,463203-2650,chemeleon_lgbm_cv,chemeleon,cv,100,29,0.4645494816624131,cv
0.6418305637991127,0.055591681816908795,9.775049101297464,4.133008042464451,0.2068993590562837,0.03874538745387454,0.04981549815498155,8.0,27.0,49582,542,463203-2650,chemeleon_lgbm_cv,chemeleon,cv,300,70,0.5003275385136846,cv
,,,,,,,,,49680,953,493248-485317,ecfp_lgbm_cv,ecfp,cv,40,1,,undefined_too_few_actives
0.5998928522921816,0.03186162309112482,2.622239206487614,2.0776495278069254,0.13238163915745635,0.0062959076600209865,0.00944386149003148,1.0,9.0,49680,953,493248-485317,ecfp_lgbm_cv,ecfp,cv,100,9,0.6460437710437711,cv
0.6457414159032515,0.05921034536792824,7.656938482943833,3.9034627492130114,0.20538397244127077,0.014690451206715634,0.03672612801678909,4.0,35.0,49680,953,493248-485317,ecfp_lgbm_cv,ecfp,cv,300,23,0.33786749968639246,cv
,,,,,,,,,49680,953,493248-485317,graw_lgbm_cv,graw,cv,40,1,,undefined_too_few_actives
0.46391363355522686,0.019333624511099615,1.0488956825950455,1.1122770199370409,0.0639419778195629,0.002098635886673662,0.004197271773347324,2.0,4.0,49680,953,493248-485317,graw_lgbm_cv,graw,cv,100,9,0.37572920906254237,cv
0.6338438340032291,0.036144076609965374,2.4124600699686045,2.8331584470094437,0.15065472016960452,0.005246589716684155,0.008394543546694649,2.0,8.0,49680,953,493248-485317,graw_lgbm_cv,graw,cv,300,23,0.212165647234146,cv
,,,,,,,,,49680,953,493248-485317,chemeleon_lgbm_cv,chemeleon,cv,40,1,,undefined_too_few_actives
0.6120761772051155,0.035726302225001984,3.251576616044641,3.0220356768100736,0.15902744756834358,0.002098635886673662,0.005246589716684155,1.0,5.0,49680,953,493248-485317,chemeleon_lgbm_cv,chemeleon,cv,100,9,0.23157768157768155,cv
0.6311527373605663,0.036129792946336114,4.720030571677705,2.056663168940189,0.130398483267118,0.00944386149003148,0.015739769150052464,5.0,15.0,49680,953,493248-485317,chemeleon_lgbm_cv,chemeleon,cv,300,23,0.37141405704476393,cv
0.6498952981871282,0.04678596660332981,11.411390718741675,8.310836844388563,0.31667285171440973,0.0045662100456621,0.0136986301369863,1.0,6.0,49682,438,504329,ecfp_lgbm_cv,ecfp,cv,40,4,0.9,cv
0.7391324868542036,0.11331833925610212,23.50746488060785,8.310836844388563,0.3761473353038582,0.0273972602739726,0.0639269406392694,8.0,28.0,49682,438,504329,ecfp_lgbm_cv,ecfp,cv,100,11,0.32269536019536016,cv
0.7419041663374886,0.07929406077009507,16.204174820613176,6.1189677865278425,0.31003466127857715,0.045662100456621,0.06621004566210045,9.0,29.0,49682,438,504329,ecfp_lgbm_cv,ecfp,cv,300,28,0.48437820229978445,cv
0.5447506944266719,0.011395023321408666,2.282278143748335,1.6895657321009714,0.08441616354577075,0.00228310502283105,0.0045662100456621,1.0,2.0,49682,438,504329,graw_lgbm_cv,graw,cv,40,4,0.875,cv
0.5374732623940649,0.010393096239626467,1.1411390718741674,1.1415984676357915,0.062329677868448556,0.00228310502283105,0.0045662100456621,1.0,2.0,49682,438,504329,graw_lgbm_cv,graw,cv,100,11,0.5161044973544974,cv
0.5710607397549579,0.01172153212288751,1.369366886249001,1.6895657321009714,0.08435202632489269,0.0045662100456621,0.00684931506849315,0.0,3.0,49682,438,504329,graw_lgbm_cv,graw,cv,300,28,0.26635186746962686,cv
0.6489572101869767,0.02711499764099558,6.8468344312450045,4.292410238310576,0.19899695075591728,0.01141552511415525,0.02511415525114155,2.0,11.0,49682,438,504329,chemeleon_lgbm_cv,chemeleon,cv,40,4,0.5611111111111111,cv
0.6626500912982376,0.031686749817996136,6.8468344312450045,3.790106912550828,0.18849521773469133,0.02054794520547945,0.02968036529680365,4.0,13.0,49682,438,504329,chemeleon_lgbm_cv,chemeleon,cv,100,11,0.32628548016479053,cv
0.7410227108770454,0.05666156511368302,12.324301976241008,5.844984154295252,0.2767943968063689,0.0319634703196347,0.04794520547945205,9.0,21.0,49682,438,504329,chemeleon_lgbm_cv,chemeleon,cv,300,28,0.42897329513708876,cv
0.5182182341818573,0.0032099869135155347,0.0,0.666760601180891,0.0453049508003239,0.0,0.0,0.0,0.0,49687,150,624273-588549,ecfp_lgbm_cv,ecfp,cv,40,4,0.6166666666666667,cv
0.5568554144713379,0.003857668481346108,1.999476861167002,1.333521202361782,0.07854125155992878,0.0,0.006666666666666667,0.0,1.0,49687,150,624273-588549,ecfp_lgbm_cv,ecfp,cv,100,4,0.4399038461538461,cv
0.537078210899597,0.016682975100387413,5.9984305835010066,2.533690284487386,0.11776520866428201,0.02666666666666667,0.02666666666666667,4.0,4.0,49687,150,624273-588549,ecfp_lgbm_cv,ecfp,cv,300,9,0.24608867688485184,cv
0.5101049047513307,0.002995251891993205,0.6664922870556674,0.5334084809447128,0.034657931579316265,0.0,0.0,0.0,0.0,49687,150,624273-588549,graw_lgbm_cv,graw,cv,40,4,0.47354497354497355,cv
0.5267799826392393,0.003253435233073922,0.6664922870556674,1.0668169618894257,0.0510502888494669,0.0,0.006666666666666667,0.0,1.0,49687,150,624273-588549,graw_lgbm_cv,graw,cv,100,4,0.8571428571428571,cv
0.5437368700836411,0.004171520806485309,3.332461435278337,1.866929683306495,0.08319396908208496,0.006666666666666667,0.006666666666666667,0.0,1.0,49687,150,624273-588549,graw_lgbm_cv,graw,cv,300,9,0.10054516125636814,cv
0.5673775157962735,0.005117267708120984,2.6659691482226697,2.2669860440150296,0.09603370608099993,0.006666666666666667,0.013333333333333334,1.0,2.0,49687,150,624273-588549,chemeleon_lgbm_cv,chemeleon,cv,40,4,0.30277777777777776,cv
0.6772832428285928,0.006652540010259506,3.998953722334004,2.667042404723564,0.12421692616152571,0.013333333333333334,0.02,0.0,3.0,49687,150,624273-588549,chemeleon_lgbm_cv,chemeleon,cv,100,4,0.5401234567901234,cv
0.6808008155520116,0.0073909725471170105,3.998953722334004,3.6005072463768117,0.1591691706357278,0.006666666666666667,0.013333333333333334,0.0,2.0,49687,150,624273-588549,chemeleon_lgbm_cv,chemeleon,cv,300,9,0.24073625176566352,cv
,,,,,,,,,49695,134,1053173-743445,ecfp_lgbm_cv,ecfp,cv,40,0,,undefined_too_few_actives
0.46311894553583444,0.009554364777930428,6.715742214480915,1.7908645905282439,0.09084365694742053,0.04477611940298507,0.04477611940298507,1.0,6.0,49695,134,1053173-743445,ecfp_lgbm_cv,ecfp,cv,100,5,0.75,cv
0.5198284971904064,0.01788056051129863,5.969548635094147,1.7908645905282439,0.09603204430067121,0.014925373134328358,0.04477611940298507,2.0,6.0,49695,134,1053173-743445,ecfp_lgbm_cv,ecfp,cv,300,10,0.64058223746903,cv
,,,,,,,,,49695,134,1053173-743445,graw_lgbm_cv,graw,cv,40,0,,undefined_too_few_actives
0.6573795536752989,0.007754128364679616,6.715742214480915,3.432490465179134,0.1659014617826484,0.007462686567164179,0.029850746268656716,0.0,4.0,49695,134,1053173-743445,graw_lgbm_cv,graw,cv,100,5,0.11272882077479779,cv
0.5462166026669382,0.005246576529155494,2.9847743175470733,2.686296885792366,0.1049530893821148,0.014925373134328358,0.014925373134328358,2.0,2.0,49695,134,1053173-743445,graw_lgbm_cv,graw,cv,300,10,0.4234006105283668,cv
,,,,,,,,,49695,134,1053173-743445,chemeleon_lgbm_cv,chemeleon,cv,40,0,,undefined_too_few_actives
0.619445899173851,0.005793900978198646,3.7309678969338416,3.432490465179134,0.14115470914129286,0.007462686567164179,0.014925373134328358,0.0,2.0,49695,134,1053173-743445,chemeleon_lgbm_cv,chemeleon,cv,100,5,0.1304193899782135,cv
0.5810855128927506,0.008046009640355912,3.7309678969338416,2.686296885792366,0.11352872218077845,0.007462686567164179,0.007462686567164179,1.0,1.0,49695,134,1053173-743445,chemeleon_lgbm_cv,chemeleon,cv,300,10,0.2921112764714247,cv
